id,first_name,last_name,gender,birth_date,hire_date,termination_date,status,position_id,manager_id
5396b499-bae9-4848-abae-d9c1aefdae6f,Apolonia,Perry,male,1967-05-01,1994-09-01,2015-09-30,Resigned,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
391257a5-645e-48e4-86ee-aad5e48e58ef,Genaro,Arnold,non-binary,1972-10-23,1995-01-01,1995-06-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
4c89703c-c319-4274-8b64-b5b10798c1a1,Herman,Bell,non-binary,1973-07-22,1995-06-01,1999-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
c9e19656-de20-4782-a1c1-9b31f8297836,Conchita,Gates,non-binary,1965-10-09,1995-07-01,2019-12-31,Terminated,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
311ef9c3-8099-4f78-815f-f5772811ed43,Sanford,James,non-binary,1967-06-03,1995-11-01,1997-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
7bb6a311-4346-4c1f-9b4a-4164bfcfa4c3,Rolland,Rodriquez,male,1968-10-22,1996-07-01,2010-11-30,Resigned,25f7a622-64f5-49b5-9256-cd7bedf9f2db,f9751221-4940-49bb-94cb-a9ef282abe67
ec1dd00c-6c57-4564-a347-b0d0e51cb6e6,Layne,Watts,non-binary,1967-05-31,1996-09-01,2001-11-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
7b80f5df-252b-4690-9d93-650f6f084a6d,Shaunte,Bond,non-binary,1974-08-13,1996-10-01,2000-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
2dd3e948-7879-4b8f-bb98-f0c7030ee461,Cira,Dunlap,male,1965-08-11,1996-11-01,1996-11-30,Resigned,45b743f6-aa8e-4bc9-aac1-4020269a90ea,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
21ff01ee-290e-47af-b7ee-43ff019eb43c,Arvilla,Lawrence,non-binary,1973-06-23,1997-07-01,2001-07-31,Terminated,5f44c938-ac3c-465f-9666-79f5052139aa,f9751221-4940-49bb-94cb-a9ef282abe67
2c6e76a3-6c44-44a7-850c-b390b9783c8a,Seema,Drake,female,1964-05-08,1997-10-01,2000-10-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
d7ab252e-64e8-489b-8abb-14dd2e9a4619,Usha,Ewing,male,1968-11-01,1997-12-01,1997-12-31,Terminated,27e4edca-2855-42d4-95e7-f02fda93317a,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
f9cb987e-b118-4878-8167-1b58590ff902,Jacquelynn,Floyd,female,1974-08-17,1997-12-01,2001-12-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
6851075c-ab0f-41f4-acca-d1306041922d,Lorenzo,Benton,male,1972-06-12,1998-05-01,2001-05-31,Terminated,e5576e0f-883f-4ee7-afc2-543adbd4fdc1,783cb8c5-0b77-478d-abee-6ba43437f237
bc2b6e79-5613-4bf7-a10e-14b20ad0e1f8,Mickey,Mann,non-binary,1968-07-24,1998-05-01,2003-08-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
32566032-a92f-47c5-836a-14dc07814d64,Deedra,Clarke,non-binary,1976-08-11,1998-06-01,2011-09-30,Resigned,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
5a947a06-73a3-4017-aef2-017152f4299e,Jonelle,Duncan,female,1965-04-27,1998-09-01,2009-09-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
ffab4f86-da42-4721-b630-75c4d304b6d1,Wilmer,Kennedy,male,1966-12-20,1998-10-01,2003-12-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
2a331184-507b-434d-b48f-aa600955356d,Kent,Paul,non-binary,1971-06-08,1999-02-01,1999-07-31,Resigned,ba55a34e-7c02-4224-adb8-e673810d8c8a,92458503-8516-488d-a11d-5ccf25e68316
6d211397-38d4-4834-a28b-a3158163a0e8,Rickey,Sexton,male,1964-10-21,1999-05-01,2000-09-30,Resigned,ba55a34e-7c02-4224-adb8-e673810d8c8a,92458503-8516-488d-a11d-5ccf25e68316
8a617b48-8f89-41c5-be73-d24fe1477943,Lilliam,Wilder,female,1966-03-24,1999-06-01,2000-11-30,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
2073a13e-488a-4a2b-a2d8-ded10de85e2c,Hedy,Gallegos,female,1977-02-15,1999-07-01,2000-12-31,Terminated,27e4edca-2855-42d4-95e7-f02fda93317a,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
049484cf-19c4-4367-9a3d-fe496e114dc1,Lynwood,Kaufman,non-binary,1975-03-31,1999-08-01,2002-09-30,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
4f033de2-2b48-4f12-a704-fe2e5f6046f9,Scarlet,Macias,male,1973-09-02,1999-08-01,2008-08-31,Resigned,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
fe2761c4-b78e-48aa-9e30-13147816cedb,Loan,Lancaster,male,1977-11-17,1999-12-01,2001-12-31,Terminated,ba55a34e-7c02-4224-adb8-e673810d8c8a,92458503-8516-488d-a11d-5ccf25e68316
73e30e62-8b54-4174-940f-2ede0c8a0629,Warren,Griffin,male,1972-08-19,1999-12-01,2002-12-31,Terminated,e5576e0f-883f-4ee7-afc2-543adbd4fdc1,783cb8c5-0b77-478d-abee-6ba43437f237
aaec92c1-4d60-434c-b6db-6b98b28cb433,Lucilla,Hart,female,1973-08-16,2000-12-01,2005-12-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
9b9bff52-9d67-4e6b-8a12-bda0a3966e2e,Bernard,Newman,male,1970-12-22,2001-01-01,2003-03-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
031e9adf-d8fb-454b-b32d-66501f78647a,Laquanda,Talley,male,1977-11-03,2001-03-01,2002-05-31,Terminated,b955e70e-c842-422a-90de-f3841bd1b14c,783cb8c5-0b77-478d-abee-6ba43437f237
8457ddb6-6a55-41a7-9098-36b55b8876a1,Delsie,Mosley,non-binary,1977-03-14,2001-05-01,2006-11-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
239d6ba9-5390-4bd5-9a53-ffb7707dcd71,Taylor,Fleming,non-binary,1971-09-21,2001-06-01,2005-06-30,Resigned,5f44c938-ac3c-465f-9666-79f5052139aa,f9751221-4940-49bb-94cb-a9ef282abe67
d9531ab9-58be-4bf8-8e57-f21f2f58e6a2,Alec,Mercer,non-binary,1977-08-20,2001-10-01,2001-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
7f1905a6-403b-4b5b-b84b-6adb41094e65,Ardelia,Adkins,non-binary,1964-11-11,2002-01-01,2019-08-31,Resigned,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
bc310d4f-ebef-43ee-94c4-5aca38b8fe42,Octavio,Meyer,female,1975-02-25,2002-01-01,,Active,b607c77f-f49b-415c-8c8f-427838782c35,782c340e-360a-41d5-8b6f-273e1bbd6399
468c008a-ceaa-4844-b09e-3f576d8b78e4,Tanja,Gonzales,non-binary,1973-11-23,2002-09-01,2012-11-30,Resigned,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
c900da27-fca1-43b7-867a-40b4c9278318,Rosana,Horne,non-binary,1971-11-15,2002-12-01,2004-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
4740f7f7-04f2-4ead-824a-6de7730f0980,Doug,Norman,non-binary,1975-05-21,2002-12-01,2006-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
2c9afbc0-566d-452b-8cbb-8664f4326530,Donny,Hobbs,non-binary,1980-10-25,2003-02-01,2005-07-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
632de50a-7f41-4bed-b3a2-c67450ee2f0d,Javier,Ruiz,non-binary,1972-06-01,2003-02-01,2005-11-30,Terminated,b955e70e-c842-422a-90de-f3841bd1b14c,783cb8c5-0b77-478d-abee-6ba43437f237
92ea9270-b165-4704-8c7b-f1f0a1c33dbe,Amberly,Gross,male,1979-04-24,2003-03-01,2005-08-31,Terminated,27e4edca-2855-42d4-95e7-f02fda93317a,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
61e11a7e-0456-485a-a7ee-54783d2b93aa,Seth,Harrison,non-binary,1972-11-18,2003-03-01,2007-10-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
3dea9dfa-b6c4-42e7-8132-76c6b5e5ee5f,Tiffiny,Peterson,female,1975-05-27,2003-03-01,2013-05-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
4727cd0a-cbad-40dd-b129-6b043c94d730,Annett,Monroe,female,1979-11-02,2003-04-01,,Active,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
534c16be-a849-4b75-8187-dcfd90bb42f3,Melynda,Davidson,non-binary,1977-04-11,2003-05-01,2005-07-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
f2b7cd7e-ecf1-4230-b027-516faecb65a6,Apryl,Frye,male,1966-05-24,2003-08-01,2003-11-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
963d22d9-78ed-42d0-9dc4-802fd88fc9e3,Myesha,Wise,female,1966-11-20,2003-08-01,2008-12-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
f40b01c3-059f-4fb5-8b1c-06022ac22d39,Horacio,Barrera,female,1967-07-18,2003-08-01,2010-09-30,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
11ac167c-1008-4f2a-8672-c33b6d36ba63,Charlie,Alexander,non-binary,1972-02-23,2003-08-01,2011-09-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
bb8736dc-bf6d-4786-8992-a79a82dcc9c8,Joline,O'connor,non-binary,1981-07-25,2003-09-01,2003-12-31,Resigned,b56c4013-6523-40e5-bc23-4284a1e4b4da,f9751221-4940-49bb-94cb-a9ef282abe67
340be4b0-42f9-4687-b1e8-6d7b498b7c1b,Kristle,Martin,female,1974-11-29,2003-12-01,2008-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
3cd14422-5f53-4732-a43d-80446f8e4614,Tajuana,Vance,male,1969-04-08,2003-12-01,2009-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
975792b6-fac9-466b-a6c2-2af4c03cd4f0,Gertrudis,Duke,non-binary,1981-09-16,2004-01-01,2006-09-30,Terminated,45b743f6-aa8e-4bc9-aac1-4020269a90ea,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
91f63bbb-d724-4508-acb9-36ec53b53696,Elwanda,Cherry,non-binary,1981-08-21,2004-02-01,2006-11-30,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
c54b20e2-afd6-4475-ab6f-c35b4dbd75da,Shu,Hale,non-binary,1965-05-02,2004-02-01,2024-06-30,Resigned,1ee4bd5e-6f3c-4abb-b5ea-ee2f64d07285,2535fd4c-77f5-4980-8bdb-1b89a5687cc5
60b50c73-6062-4f5f-b44f-e15844550279,Grover,Cervantes,female,1967-12-24,2004-04-01,2016-06-30,Terminated,3945373d-5f7a-4b78-80d6-b33d3e89ddfb,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
9387475e-fc42-49d1-8abd-3b409e3252f2,Deshawn,Pennington,male,1977-04-02,2004-05-01,2024-08-31,Resigned,1ee4bd5e-6f3c-4abb-b5ea-ee2f64d07285,2535fd4c-77f5-4980-8bdb-1b89a5687cc5
42a5c6a5-39a5-4064-a77f-3c5faa2d576f,Justin,Lott,non-binary,1979-03-30,2004-07-01,,Active,25f7a622-64f5-49b5-9256-cd7bedf9f2db,f9751221-4940-49bb-94cb-a9ef282abe67
6cceef08-d2b0-4374-94ba-30211d13d2d0,Sung,Merritt,non-binary,1975-12-30,2004-09-01,2004-11-30,Resigned,ba55a34e-7c02-4224-adb8-e673810d8c8a,92458503-8516-488d-a11d-5ccf25e68316
c1590a73-f522-481a-b068-62896916faa0,Benjamin,Doyle,non-binary,1979-05-13,2004-09-01,2010-12-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
b9fb879a-e072-462b-8389-ac34c8deed54,August,Molina,non-binary,1970-12-08,2004-10-01,2014-10-31,Terminated,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
d7abc210-3c34-41fe-b595-0e6f85adc2b6,Luciano,Dillard,female,1976-01-29,2004-11-01,2004-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
9a6665df-d8f5-4af7-a920-304f57e33d1c,Mammie,Rich,female,1964-06-25,2004-12-01,2014-12-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
a23b296d-8d70-4aea-b738-016d29ea8661,Ermelinda,Donovan,non-binary,1973-08-02,2004-12-01,2015-12-31,Terminated,3945373d-5f7a-4b78-80d6-b33d3e89ddfb,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
3042e3c2-4a0f-4fc8-ad80-730cdbb6ca23,Reagan,Potts,male,1981-09-11,2005-03-01,2007-10-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
783cb8c5-0b77-478d-abee-6ba43437f237,Olene,Koch,female,1982-04-28,2005-03-01,,Active,1f3f8bb6-fe52-49b3-bba5-35b37cb80c77,a16cff46-d4fc-46a0-b3ad-0ea3c1a5520c
2759c3b1-a937-428a-a84b-60b1664907bb,Claude,Bridges,female,1981-03-26,2005-06-01,2008-11-30,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
a402376e-dee2-4409-adcf-24f97e68c555,Kiley,Bates,male,1977-12-10,2005-06-01,2012-08-31,Terminated,25f7a622-64f5-49b5-9256-cd7bedf9f2db,f9751221-4940-49bb-94cb-a9ef282abe67
2d5f3594-e592-4d9a-bdfc-a1cf8a4599fe,Jermaine,Donaldson,female,1972-04-08,2005-07-01,2011-09-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
349231b2-fe94-438e-806d-3f610385aa33,Jadwiga,Copeland,non-binary,1980-07-22,2005-10-01,,Active,25f7a622-64f5-49b5-9256-cd7bedf9f2db,f9751221-4940-49bb-94cb-a9ef282abe67
d52dbd95-9f9e-4bce-93c4-99ee72189286,Rosendo,Conway,male,1975-10-16,2005-12-01,2005-12-31,Resigned,ba55a34e-7c02-4224-adb8-e673810d8c8a,92458503-8516-488d-a11d-5ccf25e68316
13a176a4-d578-4737-bc2d-fec81d1c76f4,Tomas,Hardy,female,1975-07-29,2006-03-01,,Active,b607c77f-f49b-415c-8c8f-427838782c35,782c340e-360a-41d5-8b6f-273e1bbd6399
6b4d3cc5-1ec3-4b73-a481-1fb092343799,Lianne,Maldonado,male,1982-07-12,2006-06-01,2007-06-30,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
f8aa9b46-6793-4dc4-ae39-f8f3d566fbbc,Yolande,Weber,male,1965-04-17,2006-08-01,2010-11-30,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
6d7ca6a8-d52f-4c4f-824e-29724d7ba54c,Anderson,Riddle,female,1980-12-04,2006-09-01,2012-12-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
9993ed38-abae-40df-94d9-0432b7569991,Luis,Bryant,non-binary,1974-12-24,2006-11-01,,Active,25f7a622-64f5-49b5-9256-cd7bedf9f2db,f9751221-4940-49bb-94cb-a9ef282abe67
0558daf2-38a7-456a-a2e9-67a662f4a61a,Bernetta,Byers,female,1973-10-29,2007-01-01,2021-08-31,Terminated,1ee4bd5e-6f3c-4abb-b5ea-ee2f64d07285,2535fd4c-77f5-4980-8bdb-1b89a5687cc5
aaeab0fe-1844-447c-a450-1fa8984b0e84,Wiley,Mcmahon,non-binary,1970-01-10,2007-01-01,2023-06-30,Resigned,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
822b029c-5435-4769-9468-ea87dc20a319,Ivory,Bean,male,1983-03-20,2007-03-01,2009-08-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
224f7f69-f981-4251-b87f-c74826b2cafd,Ngoc,Suarez,male,1966-04-01,2007-03-01,,Active,25f7a622-64f5-49b5-9256-cd7bedf9f2db,f9751221-4940-49bb-94cb-a9ef282abe67
40718c10-70d5-4485-9a13-29e000392612,Ettie,Battle,female,1975-09-30,2007-05-01,2014-12-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
4e05ba82-3cef-459a-8bc2-0049a5af1d24,Carylon,Cruz,non-binary,1985-02-14,2007-07-01,2013-10-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
0257ce96-dd13-4df1-9c6d-9db19a7e3cf6,Eddie,Bryan,male,1979-02-02,2007-10-01,2010-10-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
ca563a73-f040-4a66-81fa-45d87975fa64,Gwenda,Holden,non-binary,1980-03-31,2007-12-01,2020-12-31,Resigned,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
1f52a59a-9c21-40c0-b481-96f2c0a2a596,Kasi,Mccoy,female,1983-02-19,2008-02-01,2009-04-30,Resigned,ba55a34e-7c02-4224-adb8-e673810d8c8a,92458503-8516-488d-a11d-5ccf25e68316
d1cf7191-f197-4567-98c9-5b47764e2c64,Piedad,Caldwell,female,1978-06-13,2008-03-01,2009-10-31,Terminated,45b743f6-aa8e-4bc9-aac1-4020269a90ea,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
3d554e29-3e7e-4948-92af-cef48e50b97f,Lazaro,Reese,female,1965-04-04,2008-05-01,2011-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
c3787bb1-21fa-43cc-b671-30a8d00d074e,Rhett,Mcdaniel,female,1978-11-08,2008-05-01,2022-08-31,Resigned,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
6f1d2eb3-f1e7-4ba7-a239-df3662e9d7d8,Liberty,Davis,non-binary,1980-07-23,2008-08-01,2019-09-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
172c09ff-c290-4bc2-a05e-c5682360cb0a,Shanice,Lindsay,female,1981-12-10,2008-09-01,,Active,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
523ed5de-3af2-43de-8eba-637330577c4b,Cedrick,Wiley,non-binary,1978-02-17,2008-11-01,2008-11-30,Terminated,e5576e0f-883f-4ee7-afc2-543adbd4fdc1,783cb8c5-0b77-478d-abee-6ba43437f237
8ebe6ada-8fed-419d-a8f0-13fc1147ed6d,Alejandro,Myers,female,1973-09-12,2008-11-01,2011-12-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
7370605d-72d6-4d72-b42c-5dffe3c0e997,Erasmo,Ortega,male,1969-06-28,2009-02-01,2009-02-28,Resigned,ba55a34e-7c02-4224-adb8-e673810d8c8a,92458503-8516-488d-a11d-5ccf25e68316
6469354b-3cdc-4a05-9943-6ed5f4853d35,Sarai,Savage,non-binary,1971-05-01,2009-02-01,2012-11-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
50092d28-97fd-48e4-9988-968f34e563fd,Veola,West,male,1985-10-11,2009-04-01,2019-04-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
2e8bcaf6-3a93-41b1-b288-522ffb662540,Sal,O'neal,female,1985-11-19,2009-05-01,2015-05-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
f99fd715-de47-48f9-aeb1-e6105d2f0e06,Raphael,Conley,non-binary,1986-05-30,2009-06-01,2009-09-30,Resigned,45b743f6-aa8e-4bc9-aac1-4020269a90ea,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
c09329d1-7325-4f3c-8962-6fc88a07cfa4,Bert,Clemons,female,1974-06-25,2009-06-01,2014-10-31,Resigned,27e4edca-2855-42d4-95e7-f02fda93317a,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
528de9cd-db49-4359-8245-d039a055e411,Lisha,Espinoza,female,1987-05-27,2009-07-01,,Active,b607c77f-f49b-415c-8c8f-427838782c35,782c340e-360a-41d5-8b6f-273e1bbd6399
56eaa84c-5643-434f-815b-b8db3a57ed6b,Lecia,Larson,male,1979-11-30,2009-09-01,2013-11-30,Terminated,27e4edca-2855-42d4-95e7-f02fda93317a,c2c8fac5-8bb5-416d-82fb-d8d19cd298de
eecb6949-421d-41d6-b3fc-3a2f2c21329b,Mora,Foley,female,1979-07-02,2009-09-01,2015-11-30,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
2b3d6aa5-bb95-4c4e-957f-8573b0d2e464,Damian,Gill,non-binary,1969-07-23,2009-09-01,2020-10-31,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
41902581-4016-4398-b3ce-cc9cbeb4745a,Berenice,Irwin,male,1971-10-26,2009-12-01,2011-12-31,Resigned,ba55a34e-7c02-4224-adb8-e673810d8c8a,92458503-8516-488d-a11d-5ccf25e68316
0b602908-e631-4897-a2c6-7206bf90f39d,Iraida,Tate,female,1976-10-10,2010-04-01,2011-07-31,Resigned,1b1f9de8-7779-417b-a506-45ca3cfe4def,92458503-8516-488d-a11d-5ccf25e68316
6f4c8b5d-f20b-4384-bee5-e7ba8b6413f0,Alvin,West,non-binary,1982-01-05,2010-04-01,,Active,25f7a622-64f5-49b5-9256-cd7bedf9f2db,f9751221-4940-49bb-94cb-a9ef282abe67
0c809529-1c9c-40c4-bdf9-2f2d9bd60d75,Wilfred,Hayden,male,1988-07-01,2010-07-01,,Active,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
b181426c-dd58-4df8-94cf-8cb9094be763,Oda,Barnett,male,1972-02-04,2010-08-01,2020-11-30,Resigned,ca800f48-24a3-4802-9779-138796462142,92458503-8516-488d-a11d-5ccf25e68316
3cd75176-6eac-4c18-8664-456ebce29db0,Jamey,Cherry,non-binary,1971-06-03,2010-09-01,2024-10-31,Resigned,5a621969-b47a-4689-905f-ac8463b80da7,92458503-8516-488d-a11d-5ccf25e68316
921e34f1-fd58-466f-8197-dde5c5699572,Mabelle,Carpenter,non-binary,1985-06-06,2010-12-01,2011-12-31,Terminated,b955e70e-c842-422a-90de-f3841bd1b14c,783cb8c5-0b77-478d-abee-6ba43437f237
